GeoID,pop,employed,pct_employed,income,bike,pct_bike,transit,pct_transit,pct_30m,pct_maleBachelor,houseAge,housingUnits,pct_male,pct_white,mdAge,mdRent,mdHouseValue,pct_renterOccupied
60750164001,2026,1654,98.80525687,115625,256,15.57177616,690,41.97080292,56.640625,28.60250136,79,996,46.69299112,75.61697927,35.5,1822,1062500,84.17849899
60750164002,1889,1438,98.02317655,119643,164,11.68923735,488,34.7826087,53.7007874,34.7112462,79,939,50.44997353,61.67284277,34.9,2186,967300,63.68330465
60750165001,2227,1365,96.39830508,118015,89,6.52014652,481,35.23809524,50.73409462,26.64113786,79,787,52.17781769,65.96317916,30.5,2031,1609800,80.81452404
60750165002,983,763,95.13715711,110938,91,11.9266055,248,32.50327654,48.53333333,23.3256351,79,487,23.80467955,79.14547304,28.9,1747,951400,75.79487179
60750165003,1373,1048,93.48795718,119438,82,7.824427481,436,41.60305344,63.64628821,27.54491018,79,709,41.29643117,80.26219956,38.1,2573,900300,71.07250755
60750165004,1177,593,92.65625,120600,22,3.880070547,156,27.51322751,67.37044146,32.38866397,79,526,47.6635514,65.08071368,39.5,1839,1406300,56.66666667
60750166001,2000,1555,100,144627,58,3.929539295,527,35.70460705,55.99415205,38.24346859,79,956,49.75,72.85,35.7,1821,1662500,68.65
60750166002,1377,1161,96.5890183,137808,199,17.14039621,472,40.6546081,51.62523901,27.96934866,79,604,52.79593319,78.21350763,34.5,1346,818200,85.07235339
60750166003,1699,1443,98.0298913,113561,45,3.118503119,588,40.74844075,73.54294479,64.50276243,79,830,71.04178929,79.51736315,30,1771,1286800,86.63919953
60750166004,711,542,97.3070018,140391,17,3.136531365,178,32.84132841,56.00858369,32.6953748,79,375,52.18002813,72.29254571,33,2390,1300000,78.19971871
60750167001,1688,1411,99.15671117,159464,133,9.623733719,643,46.52677279,58.36038961,38.5620915,79,943,51.36255924,86.43364929,34.1,2006,1327300,64.51421801
60750167002,672,530,96.01449275,166923,63,11.88679245,221,41.69811321,63.10272537,44.94949495,79,364,51.33928571,82.44047619,35.4,2010,1530000,62.05357143
60750167003,1144,804,100,164330,21,2.611940299,389,48.38308458,52.09742896,40.49676026,79,536,47.11538462,85.75174825,38.8,1791,1678600,64.37098255
60750167004,1532,1227,93.95099541,132390,177,14.42542787,234,19.07090465,57.2425829,33.14037627,79,684,54.37336815,77.02349869,35.1,2083,1035700,77.37373737
60750168011,1368,984,91.96261682,112250,95,9.5,417,41.7,49.17864476,38.4359401,79,631,54.97076023,71.6374269,33.5,2069,956300,88.01169591
60750168012,1151,754,96.66666667,99327,60,8.196721311,269,36.74863388,29.5532646,39.97975709,68,640,60.46915725,83.31885317,36.7,1763,942100,78.10599479
60750168013,905,806,100,72298,34,4.358974359,453,58.07692308,54.49101796,47.20873786,79,591,69.72375691,75.46961326,34.7,1316,1091100,76.68508287
60750168021,975,763,97.07379135,91726,0,0,261,36.14958449,37.98219585,30.7775378,67,711,54.46153846,68.61538462,35.5,1550,810100,73.94871795
60750168022,1426,784,93.22235434,67188,55,7.217847769,311,40.81364829,42.38975818,31.97879859,79,683,53.64656381,58.41514727,35.7,1578,1116500,75.90454196
60750168023,989,733,96.44736842,85250,12,1.655172414,329,45.37931034,34.97109827,42.03233256,79,696,66.32962588,59.85844287,38.4,1334,776800,87.56319515
60750169001,1925,1263,94.96240602,84531,118,9.539207761,601,48.58528698,45.27410208,49.73262032,79,1139,67.37662338,76.77922078,41.7,1462,908200,71.24010554
60750169002,1208,838,90.88937093,138056,66,8.148148148,406,50.12345679,54.5323741,46.50512582,79,649,66.39072848,71.35761589,37.4,2113,1074600,51.98675497
60750170001,965,663,94.98567335,181029,0,0,151,23.23076923,47.45762712,61.97530864,79,466,60.82901554,91.60621762,42.9,2087,1182100,24.87046632
60750170002,2323,1669,94.61451247,146974,90,5.281690141,670,39.31924883,61.33501259,51.38376384,70,1466,60.48213517,78.94963409,42.9,2500,1239700,49.5049505
60750170003,825,615,100,176477,0,0,247,40.16260163,52.18150087,45,79,442,59.63636364,78.3030303,42.8,1910,996200,39.03030303
60750171011,1305,820,91.11111111,158750,16,1.972872996,357,44.01972873,70.16348774,43.67219917,79,646,58.31417625,69.04214559,39.5,1984,1723700,38.69731801
60750171012,1252,812,97.1291866,136905,99,12.69230769,295,37.82051282,60.761347,48.96616541,79,703,59.58466454,84.10543131,40.6,2341,1115900,52.31629393
60750171013,1186,843,96.23287671,139167,31,3.708133971,416,49.76076555,61.25319693,39.26553672,79,623,49.07251265,85.24451939,35.9,1949,1642900,66.63577386
60750171021,1168,775,94.28223844,113672,28,3.698811096,332,43.85733157,60.49562682,31.72541744,79,676,47.34589041,79.79452055,38.3,2082,1239000,58.30479452
60750171022,738,489,97.02380952,105136,18,3.75,205,42.70833333,64.82300885,37.96133568,79,318,46.34146341,68.42818428,39.6,2389,1177900,51.62601626
60750171023,1813,1230,97.61904762,147639,78,6.341463415,532,43.25203252,46.87216682,40.79045488,79,856,46.77330392,84.61114175,32.9,2114,1601400,59.05027933
60750176011,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0
60750176012,2413,1279,97.93261868,105136,63,5.011933174,225,17.89976134,23.27868852,17.84565916,79,1881,60.132615,33.27807708,47.5,782,992668,90.83263246
60750176013,2905,2250,97.7410947,101971,99,4.419642857,683,30.49107143,39.2944635,37.06593835,17,2096,64.88812392,37.41824441,32.3,1776,651800,93.9362075
60750176014,1410,568,97.09401709,24095,41,7.008547009,179,30.5982906,32.51417769,25.21602514,9,978,60.63829787,36.09929078,47.5,1031,992668,100
60750176015,1704,844,95.69160998,105136,0,0,302,36.9193154,46.6992665,15.625,77,976,50.52816901,25.7629108,45,815,992668,97.76995305
60750177001,199,165,100,121875,14,8.484848485,42,25.45454545,43.75,31.15577889,63,134,61.80904523,56.7839196,30.4,2733,1265600,71.42857143
60750177002,1623,1016,90.07092199,98333,106,10.48466864,369,36.49851632,53.22069694,33.02822273,79,679,60.56685151,37.58471965,35.1,1716,842700,92.35982748
60750178011,1190,138,100,11711,0,0,75,54.34782609,54.80769231,6.218487395,40,1023,35.79831933,14.70588235,78.1,286,992668,100
60750178012,2282,1142,95.80536913,80703,33,2.938557435,327,29.11843277,44.90889603,29.20883165,26,1573,40.35933392,40.18404908,42.1,949,785200,71.12182296
60750178021,3491,1839,94.45300462,74267,100,5.530973451,465,25.71902655,41.90592547,31.06560222,29,1828,49.06903466,36.37926096,35.4,1250,840700,74.91930278
60750178022,1617,1001,89.21568627,62264,76,7.421875,316,30.859375,44.87034949,31.93277311,16,914,68.27458256,40.19789734,42.1,1110,747300,75.16046213
60750179021,3129,1500,86.80555556,52143,27,1.851851852,700,48.01097394,61.02564103,23.82978723,58,736,57.39852988,39.46947907,25.8,2010,992668,100
60750180001,1981,1233,89.54248366,143859,52,4.217356042,348,28.22384428,47.44455159,37.73364486,18,983,65.62342251,49.772842,37.8,2662,932200,56.35622026
60750180002,991,515,96.98681733,166667,75,15,127,25.4,37.97468354,28.26576577,21,432,61.04944501,43.99596367,39.8,1903,883300,38.87043189
60750201001,1076,782,96.90210657,83750,9,1.181102362,331,43.43832021,43.27563249,36.66987488,79,744,54.83271375,44.70260223,40.5,1111,740200,52.36625514
60750201002,1938,1233,96.40344019,62148,127,10.47854785,768,63.36633663,49.13043478,24.29731418,79,904,60.42311662,64.96388029,33.8,1170,931800,83.531961
60750201003,1169,599,87.06395349,24418,142,23.70617696,244,40.7345576,37.30834753,29.33333333,76,618,55.26090676,47.81864842,35.2,1558,644200,92.64328486
60750201004,1728,894,92.26006192,22475,79,8.836689038,460,51.4541387,52.66272189,16.13774477,79,1202,57.40740741,39.58333333,39.7,544,690800,95.19675926
60750202001,1058,831,100,104917,77,9.265944645,263,31.64861613,45.81673307,48.21052632,79,621,60.39697543,58.88468809,35.4,1694,966700,83.93194707
60750202002,2550,1397,92.70072993,77891,37,2.702702703,721,52.66617969,48.97792314,26.94970005,54,1372,51.68627451,45.33333333,38.9,1188,857100,85.74273198
60750202003,2479,1468,91.92235441,43650,218,15.25542337,648,45.34639608,47.58865248,39.59762231,79,1445,69.50383219,69.34247681,42.6,932,845500,82.49694002
60750203001,1244,914,98.27956989,145625,31,3.391684902,466,50.98468271,53.61077111,47.00934579,79,755,59.32475884,65.19292605,39.3,1889,864400,74.14634146
60750203002,733,527,99.62192817,110000,21,4.061895551,298,57.64023211,47.60956175,42.63322884,79,392,56.48021828,79.2633015,33.6,2161,1272700,72.60273973
60750203003,1436,1003,98.91518738,105263,21,2.131979695,493,50.05076142,47.69585253,50.24958403,79,776,61.55988858,69.70752089,36,1615,949100,79.38718663
